fuente,empresa,titulo,url
Computrabajo,,Supervisor(a) de Trade Marketing / Arequipa/ Con Exp. en Consumo Masivo,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#32CAE52880DF7C3D61373E686DCF3405
Computrabajo,Consorcio Educativo San Pio X,Desarrollador Senior Full Stack,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#E88D511FF3C8F31D61373E686DCF3405
Computrabajo,Manpower,Especialista en Atención a reclamos Upc /Trabajo en Oficina / Sueldo 1900 /contrato por 2 meses,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#59F1C88CBC0B78F261373E686DCF3405
Computrabajo,Grupo Intercorp,Coordinador (a) de Seguridad Integral – Lima y Provincia,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#F345C8AA174B0EDB61373E686DCF3405
Computrabajo,EMPRESA MINERA GRUPO GRANDE SOCIEDAD ANONIMA - MINERA G & G S.A.,asistente de recursos humanos,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#A3231A5A3BA0134061373E686DCF3405
Computrabajo,Arch Latam,Especialista en Asuntos Regulatorios / Industria Farmacéutica,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#0E622683F653ED5761373E686DCF3405
Computrabajo,Adecco Perú S.A.,Generalista de Recursos humanos y GH,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#7F56E55B30CE922761373E686DCF3405
Computrabajo,,Comprador Jr,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#BE30216B673E23BF61373E686DCF3405
Computrabajo,UPAO,Asistente de productos académicos,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#795080C46150C67B61373E686DCF3405
Computrabajo,,Personal Soporte IT,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#460AD522B54CD50B61373E686DCF3405
Computrabajo,Coopac Kori,Sueldo Basico + 400 movilidad + Comisiones/ San Martin de Porres,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#11C9C337F219023661373E686DCF3405
Computrabajo,,Jefe de Planificación,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#D205CFF9FA75067C61373E686DCF3405
Computrabajo,Cobraperu S.A.,Desarrollador Fullstack remoto,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#3E1F54834C724AAE61373E686DCF3405
Computrabajo,Terminales Portuarios Peruanos SAC,Asistente de Créditos y Cobranzas,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#3E699878720782D261373E686DCF3405
Computrabajo,Compartamos Banco,Asesor(a) de Negocios Crédito Individual Ag. Pachacutec y Ag. Ventanilla,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#90F15D18AB6C3F4761373E686DCF3405
Computrabajo,YOMAR,Planner de Abastecimiento,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#867D2A47F1FCB4C061373E686DCF3405
Computrabajo,Salesland Pacífico,Planilla Completa / Asesor Scotiabank / Call Center,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#15227E606D4F26CC61373E686DCF3405
Computrabajo,Konecta,Asesor de Fidelizacion ATC/ Solo Lun a Sab/ Pacifico Seguros/Bono permanencia,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#502A20B2ADC088B161373E686DCF3405
Computrabajo,A365,"Elige tu horario! Descansa sábado o domingo / Ingreso a planilla completa, gana más de S/2000",https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#1B0221D99D61B48961373E686DCF3405
Computrabajo,,Asesor/a de atención al cliente /contabilidad,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#31AA22B7550B4C6A61373E686DCF3405
Computrabajo,Compartamos Banco,"Trabajo de Campo / Asesor Formación de Crédito Individual Chimbote, Ancash",https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#CF825BA6F722B63D61373E686DCF3405
Computrabajo,Konecta,Gana S/1200 o S/600 Trabajo de 4hrs o 7hrs al día Asesor VIP ATC,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#8E9BEC36FBF8242C61373E686DCF3405
Computrabajo,Konecta,Asesor de atc ventas por Whatsapp comisiones altas + fijo/ S. Fijo 1200,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#74E8483261F5D19B61373E686DCF3405
Computrabajo,Konecta,Asesor de Plataforma Atc + ventas altas comisiones + fijo/ T Mañana / Miraflores,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#38A9BDF029A78BC261373E686DCF3405
Computrabajo,Atento Perú,"Asesor call portabilidad, sin experiencia, descansa domingos y feriados",https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#08EF28BB3D911B3F61373E686DCF3405
Computrabajo,Concentrix,Asesor Solo Chat Atc / Contrato desde primer día / San Isidro / Rango tarde,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#896EF11B67300D4A61373E686DCF3405
Computrabajo,Konecta,Asesor para aerolínea /Atención al cliente /Turno AM o PM /Trabaja 7hrs 15 min / Centro de Lima,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#6680C7B3B693248361373E686DCF3405
Computrabajo,Impulsate,Asesor de venta campo/ Planilla desde el primer dia / Únete al equipo Movistar/ S/. 2500,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#2DE70D8918AB8E5461373E686DCF3405
Computrabajo,Grupo Expro,Trabaja c/s Experiencia/ Asesor de Cobranzas /Sueldo Fijo + comisiones / Turno mañana,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#521DB02FFC4E8DFA61373E686DCF3405
Computrabajo,,"Universidad UPC/ Asesor de Contact Center / S/. 1,613 / No Ventas / Planilla Completa",https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#0A59373FF8A4C6F861373E686DCF3405
Computrabajo,Geincos,Asesor de Cobranzas / Sueldo fijo + Planilla + Bonos + Comisiones,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#1EC6922B26C10D6261373E686DCF3405
Computrabajo,Overall Strategy,Asesor de Servicio CAC Unicachi/ Planilla completa + comisiones,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#148733B13E8C4FB461373E686DCF3405
Computrabajo,CORINA,Asesor Tecnico Comercial Acuicultua,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#6CADA4A121AAAB9B61373E686DCF3405
Computrabajo,CINEPLANET,Asesor/a de Experiencia multifuncional / Part Time / Cineplanet Cajamarca,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#C1DF1EB7D6CEA65D61373E686DCF3405
Computrabajo,Concentrix,Asesor Fidelizaciones / Full time/ Turno Tarde/ Independencia,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#6BF553702527824E61373E686DCF3405
Computrabajo,,Asesor de Siniestros Vehiculares (Motorizado),https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#C074714902F72F9161373E686DCF3405
Computrabajo,Covisian Perú,Solo 44horas semanales/ Asesor Atención al cliente/ Descansa Sábado o Domingo/ Gana S/.1200 a mas,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#8E31BB96216BE85E61373E686DCF3405
Computrabajo,GEA Internacional,¡Trabaja desde Casa! Asesor Telefonico / Gana mas de 1500,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#B4B9ACC2932ADD9161373E686DCF3405
Computrabajo,AUTOGAS PJS E.I.R.L.,asesor/a de ventas,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#959C281DDFE35D7C61373E686DCF3405
Computrabajo,FULLWAGEN,Asesor de Servicios Taller Automotriz,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#03EC401345D1B6BE61373E686DCF3405
Computrabajo,PRINSUPESAC,asesor/a técnico,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#7469A41CA0DFEE3661373E686DCF3405
Computrabajo,CITY MOTORS S.A.C.,Buscamos Asesor / Valuador con experiencia,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#8AF20AEF077EDFA861373E686DCF3405
Computrabajo,GLAMFABRIK SOCIEDAD ANONIMA CERRADA,asesor/a comercial,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#258DB73D288118B961373E686DCF3405
Computrabajo,Atento Perú,trabaja de 9 a 6pm! asesor de call center con o sin experiencia / Gana +1200 + comisiones +planilla,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#1E713FB2B2A12A6F61373E686DCF3405
Computrabajo,NTP Group,Asesor de WIN / Remunera +s/1600 sueldo líquido + Beneficios corporativos,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#F5BF0855032B804761373E686DCF3405
Computrabajo,Partner Service,Ingreso directo! Asesor de Claro/ Full Time/Semi Full / GANA 1300 a mas!,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#69D4E9133BDB07DC61373E686DCF3405
Computrabajo,A365,¡Asesor via Whatsapp¡ Canal escrito/ solo 6 horas/Turno PM / Chorrillos Galaxy Plaza/ pagos 15nales,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#018167C5DC33AA6D61373E686DCF3405
Computrabajo,SOLTRAK,Asesor Técnico de Mantenimiento,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#58F7F303557CAA7E61373E686DCF3405
Computrabajo,Impulsate,Asesor de venta de fibra óptica multimarca/planilla+sueldo fijo+pago diario de comisiones,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#DBD35260E627979961373E686DCF3405
Computrabajo,EssilorLuxottica,Asesor de Venta Vision Center Lima Sur,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#4733BBABF2D620F361373E686DCF3405
Computrabajo,BECALL,Asesor ventas España Sólo de lunes a viernes comisiones ilimitadas,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#DCA5A35154D5D60C61373E686DCF3405
Computrabajo,CREDIVARGAS,Asesor de Venta Motos,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#BE023FA8B8681C4B61373E686DCF3405
Computrabajo,Salesland Pacífico,Asesor Scotiabank Con y Sin exp./ Gana mas de s/2800,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#FEE52E6DD9DBD4D161373E686DCF3405
Computrabajo,Sef Peru Holding SAC,Asesor/a Comercial / Prestamos por Convenio,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#258842966CED7A9F61373E686DCF3405
Computrabajo,Sef Peru Holding SAC,Asesor/a Comercial Santander Consumer Bank,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#FB98966EFCAC9EBD61373E686DCF3405
Computrabajo,Sef Peru Holding SAC,Asesor/a de Créditos Scotiabank,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#A2409806C6DD2AC161373E686DCF3405
Computrabajo,Konecta,¡Contrato Dia 1! Asesor Banca agendamiento+Con o sin experiencia +Altas comisiones + Bonos,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#4E5E25BEA2469DEE61373E686DCF3405
Computrabajo,Servicios Fastco del Peru Sac,Asesor de Cobranza Oferta Laboral Call Center,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#AB3CAE4C4AE4AD2961373E686DCF3405
Computrabajo,Entel Connect Center,¡Todo Remoto! / Asesor Crosselling/ Turno PM/ Full Time,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#A33C2CB16EC250FF61373E686DCF3405
Computrabajo,Salesland Pacífico,Planilla Completa / Asesor Scotiabank / Call Center,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#FD8C27B8E4BFD20861373E686DCF3405
Computrabajo,Manpower,Asesor de Credito Vehicular /Comisiones Ilimitadas / Lima,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#33A941400B0DCC8C61373E686DCF3405
Computrabajo,AybarCorp,Gestor / Asesor Back Office,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#886D37D2DBCD31A061373E686DCF3405
Computrabajo,Los Portales,Asesor Inmobiliario Piura,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#36C52939736BB87761373E686DCF3405
Computrabajo,CAJA TRUJILLO,Asesor de Negocio para Créditos en Huachipa // con Experiencia,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#36463631F45E48F561373E686DCF3405
Computrabajo,CAJA TRUJILLO,Asesor de Negocio para Créditos en Huaycán // con Experiencia,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#F2DD1C2EFA86BF0D61373E686DCF3405
Computrabajo,CAJA TRUJILLO,Asesor de Negocio para Créditos en ATE / Lima / con Experiencia,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#EA255F17EBA388FC61373E686DCF3405
Computrabajo,SOLUCIONES QUIMICAS GK E.I.R.L.,Asesora de ventas,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#AABC61860C23DE5161373E686DCF3405
Computrabajo,Salesland Pacífico,"¡Santa Anita! Asesor Credicálidda, Gana Comisiones ilimitadas",https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#63181348C319213061373E686DCF3405
Computrabajo,Adecco Perú S.A.,Consultor de selección trainee,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#12B8499F8086F46C61373E686DCF3405
Computrabajo,Servicios Fastco del Peru Sac,Asesor de Cobranza Oferta Laboral Call Center,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#CA9ECADAFD7CBF4061373E686DCF3405
Computrabajo,Atento Perú,trabaja de 9 a 6pm!!SB+ Comisiones ilimitadas/ Asesor de call center sin experiencia,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#760331AC78BECB3361373E686DCF3405
Computrabajo,Shalom Empresarial S.A.C.,Asesor de cuentas corporativas,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#D2C1AC480E8DF37D61373E686DCF3405
Computrabajo,Grupo Santa Elena,Asesor Multifuncional de Tienda Avinka / Miraflores,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#DED2C34685046BC961373E686DCF3405
Computrabajo,Grupo Santa Elena,Asesor Multifuncional de Tienda Avinka / Barranco,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#1D98397FE98DD59C61373E686DCF3405
Computrabajo,Atento Perú,Asesor de back Office / Aerolinea Sky / Descanso fine de semana Sede Ate,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#4E52FD9A7656CD3B61373E686DCF3405
Computrabajo,Atento Perú,Asesor de call center con o sin experiencia/trabaja de 9 a 6pm!! gana +1200 y planilla completa,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#C26FF3F5D7122C3F61373E686DCF3405
Computrabajo,VIGPRO SALUD,Asesores Comerciales,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#21F956B3EDE2C50B61373E686DCF3405
Computrabajo,Atento Perú,Asesor de call center con o sin experiencia/trabaja de 9 a 6pm!! gana +1200 y planilla completa,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#3B1AAA77BFACFA5661373E686DCF3405
Computrabajo,Atento Perú,asesor de call center con o sin experiencia/ gana +1200/ comisiones y planilla completa,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#FB183A9E7AD7C87161373E686DCF3405
Computrabajo,ALIATIK,Gestor/ asesor de cobranza/ todos los beneficios de ley,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#15CA90096D878D3261373E686DCF3405
Computrabajo,Partner Service,¡Mi primer empleo! Asesor de retenciones / Con Sin experiencia / Capa Remota,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#CD2273ED62FFC6E761373E686DCF3405
Computrabajo,MDY Contact Center,Asesor Personalizado ATC/ planilla / capa corta y pagadas/Ingreso directo,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#F3DE31FEBB362DAC61373E686DCF3405
Computrabajo,MAJO COVISIAN GROUP S.A.C.S,asesor/a call center ventas,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#B1359FA4ED44DE2661373E686DCF3405
Computrabajo,PARPAL,asesora de atención al cliente,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#523D72BC3C31E86B61373E686DCF3405
Computrabajo,Grupo Santa Elena,Asesor Multifuncional de Tienda Avinka / Caminos del Inca,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#07CF72BE72BAC8FA61373E686DCF3405
Computrabajo,,Asesor/a senior de créditos y cobranzas,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#A4DC61F0B3743C3C61373E686DCF3405
Computrabajo,Konecta,Asesor de Fidelizacion ATC/ Solo Lun a Sab/ Pacifico Seguros/Bono permanencia,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#AAD9FDA5F1D5CCCF61373E686DCF3405
Computrabajo,Concentrix,Asesor ATC / turno noche madrugada/ Contrato desde primer día con planilla completa/ San Isidro,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#234048B63FC1158E61373E686DCF3405
Computrabajo,Compartamos Banco,Asesor Crédito Grupal / S/ 1800 en planilla / contrato indeterminado / con experiencia,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#A875BAE7566CEE2161373E686DCF3405
Computrabajo,Coopac Kori,"Asesor/a en formación de Credito grupal en campo para Agencia SJL , Rímac o El Agustino",https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#6020E6A4774F08AA61373E686DCF3405
Computrabajo,Entel Connect Center,Trabaja 2 semanas remoto/ Descansa sábado o domingo/ Asesor de retenciones/ call center,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#E4447617A2EF332461373E686DCF3405
Computrabajo,Manpower,Asistente de Negocios Mibanco Agencia Aucayacu,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#B9A1D571A7D8776461373E686DCF3405
Computrabajo,Manpower,Escuela Mibanco: Asistentes de Negocios (Agencia Panao),https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#79DF23D14384504961373E686DCF3405
Computrabajo,Manpower,Escuela Mibanco: Asistente de Negocios Juanjui,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#7E9D44E2B3A8908961373E686DCF3405
Computrabajo,Manpower,Escuela Mibanco: Asistente de Negocios Huancavelica,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#141061DFD8DC954961373E686DCF3405
Computrabajo,Manpower,Escuela Mibanco: Asistente de Negocios Nazca,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#6F40AE43013A49AF61373E686DCF3405
Computrabajo,Konecta,Asesor de Plataforma Comercial Atc + ventas/ T Mañana / Miraflores/ S. Fijo 1200 + Comisiones altas,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#28550CA52E4DB3EC61373E686DCF3405
Computrabajo,Konecta,Asesor de atc ventas por chat/ T Mañana / Miraflores/ S. Fijo 1200 + Comisiones altas,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#9705A7B811704B8361373E686DCF3405
Computrabajo,Atento Perú,Urgente !! Con o sin experiencia /Asesor de Migraciones Movistar/Descansa domingos,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#C2C7DE56F88B0CD761373E686DCF3405
Computrabajo,TOURING Y AUTOMOVIL CLUB DEL PERU,Asesor de Afiliaciones – Call Center (Planilla completo),https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#F76476B7D52686E461373E686DCF3405
Computrabajo,,Urgente / Asesor de Negocio / Campo / Con o sin Experiencia,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#BBBA973C2948781561373E686DCF3405
Computrabajo,Atento Perú,Asesor de back Office Aerolinea Sky / Descanso fine de semana !,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#170D808FFCEE91BF61373E686DCF3405
Computrabajo,,Asesor de Cobranzas Banca/ Ingreso Inmediato / Bonos + Básico + Incentivos,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#1766F4616A464D6961373E686DCF3405
Computrabajo,BECALL,Asesor ventas c2c / Descansa fin de semana / Escoge turno/ Firma al 4to día de capa,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#7650A8A6E2DD7A6161373E686DCF3405
Computrabajo,ALVCOM S.A.C.,Asesor Créditos Convenio Banbif / Arequipa,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#B067E9D40F1F4B7261373E686DCF3405
Computrabajo,ALVCOM S.A.C.,Asesor Banca Personal Banbif Convenios Cusco,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#4B1CA08BAEB731B661373E686DCF3405
Computrabajo,V&V SOLUCIONES,Asesor de cobranza / Gana 15 sueldos al año + comisión ilimitada + línea de carrera y MÁS,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#827F62E1054050B061373E686DCF3405
Computrabajo,EssilorLuxottica,Asesor de Venta Vision Center San Miguel,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#37D20AC9EB99B4FE61373E686DCF3405
Computrabajo,JZG ABOGADOS E.I.R.L.,Chincha !!!! Asesor De Cobranza Rubro bancario Con o Sin Exp.,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#E9D8A88E598EFEE061373E686DCF3405
Computrabajo,,Asesor de Servicios,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#E86E9678FE022F6E61373E686DCF3405
Computrabajo,Total Talent Human Resources,Asesor Técnico Mecánico / Motores Industriales Diésel 4T,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#1DD6F5B59131727C61373E686DCF3405
Computrabajo,MDY Contact Center,Asesor ATC ¡No ventas!/Movilidad/Gana Fijo S/.1530/Planilla completa/elige tu dia de descanso,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#s1530planilla
Computrabajo,Manpower,Agentes Telefónicos PART TIME / Atención al cliente via CHAT ! Trabaja SOLO 4Hrs,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#3FD1CFF5CE3B6D2A61373E686DCF3405
Computrabajo,Laureate,UPN/SJL: Asesor de Atención al Estudiante/ Temporal,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#851173124FA6617E61373E686DCF3405
Computrabajo,A365,"Banco Nacional: Gana +1500 / asesor de monitoreo del fraude/ Exp. en banca, cobranzas, tarjetas",https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#B0F83146021A7ADB61373E686DCF3405
Computrabajo,Atento Perú,Asesor Entel Post Pago / Con o sin experiencia / Descanso fin de Semana / Ate,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#7C64D2913A8E67A761373E686DCF3405
Computrabajo,Konecta,Asesor Bancario + Contrato Directo!! Con o sin experiencia + Atención al Cliente,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#32752F72775B258D61373E686DCF3405
Computrabajo,Nexxo Servicios Comerciales,San Borja / Asesor de atención y ventas / Planilla Completa,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#F9BC126041FAC33E61373E686DCF3405
Computrabajo,Overall Strategy,Asesor CAC Claro San Juan de Lurigancho/ Planilla completa + comisiones / Horario Rotativos,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#F0AD66166FBF31CB61373E686DCF3405
Computrabajo,Eurofirms Perú,Asesor de Telemarketing / BCP/ Comisiones Ilimitadas / Planilla directa / Centro de Lima,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#3C48C7C7DF7AF3E261373E686DCF3405
Computrabajo,SIFRAH,Asesor/a de Ventas Full Time Rotativo / Sifrah Mall Plaza Bellavista,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#C0CFC301BF38D2E561373E686DCF3405
Computrabajo,ANM BUILDERS S.A.C.,Abogado en Contrataciones del Estado,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#9F9EA47DB46E118761373E686DCF3405
Computrabajo,ICO LOGISTICA SAC,Chef / Asesor Gastronómico,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#B0DBA27B8C836B6861373E686DCF3405
Computrabajo,Corporación Americana de Desarrollo S.A.C,asesor/a de ventas,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#290FAC6180EB743561373E686DCF3405
Computrabajo,MASTER AUTO,Asesor/a de ventas,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#E146C4814703901661373E686DCF3405
Computrabajo,,Asesor Universal II (Ventanilla) / BBVA / Arequipa / Planilla Directa,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#66AAF4AA3DF1E58561373E686DCF3405
Computrabajo,Atento Perú,Asesor canales escritos para importante aerolinea/ Back office/ Sky/Presencial Atento,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#674CB0EADC3BF0D561373E686DCF3405
Computrabajo,NetCall,Urgente!!! Inicia Mañana! Asesor Ventas con Planilla completa Rubro Educativo,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#817540E3D7369B9361373E686DCF3405
Computrabajo,Atento Perú,Asesor atencion al cliente/ Oncocenter Preventivo/Sin OJT/ Descanso fijo domingo,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#DF6936B14657AFA561373E686DCF3405
Computrabajo,,Asesor de Migraciones Claro Call Center / Remoto / Descansa domingo,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#5A593F2102CA0ACE61373E686DCF3405
Computrabajo,Atento Perú,Lunes a viernes /Asesor ventas El comercio call center /7 dias de capa//Basico + bono +comisiones,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#0844C8E35818D61B61373E686DCF3405
Computrabajo,Covisian Perú,Solo 44horas semanales/ Asesor Atención al cliente/ Descansa Sábado o Domingo/ Gana S/.1200 a mas,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#80E7CB4B62ED885D61373E686DCF3405
Computrabajo,Compartamos Banco,San Martin de Porres : Asesor (a) de Crédito Grupal,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#E3E409408C3F99D161373E686DCF3405
Computrabajo,BECALL,Asesor ventas España Sólo de lunes a viernes comisiones ilimitadas,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#0DC4AA7B40133AF061373E686DCF3405
Computrabajo,Konecta,Asesor para aerolínea /Atención al cliente /Turno AM o PM /Trabaja 7hrs 15 min / Centro de Lima,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#3E20F8543EAAE39361373E686DCF3405
Computrabajo,Atento Perú,Urgente¡ se requiere asesor portabilidad Sin experiencia¡¡ Nosostros te capacitamos/ presencial Ate,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#6C0378BC0950FC4B61373E686DCF3405
Computrabajo,Concentrix,Asesor Solo Chat Atc / Contrato desde primer día / San Isidro / Rango tarde,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#DC1631E8A058B3AC61373E686DCF3405
Computrabajo,Entel Connect Center,¡Trabajo Todo Remoto! / Asesor Crosselling/ Turno PM/ Full Time,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#B355F08533044FED61373E686DCF3405
Computrabajo,Compartamos Banco,Asesor Crédito Grupal / S/ 1800 en planilla / contrato indeterminado / con experiencia,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#6E1A87D99491D47961373E686DCF3405
Computrabajo,Salesland Pacífico,Asesor Scotiabank Con y Sin exp.,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#12726940FF7C9E6461373E686DCF3405
Computrabajo,Covisian Perú,Solo 44horas semanales/ Asesor Atención al cliente/ Descansa Sábado o Domingo/ Gana S/.1200 a mas,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#68CDF9211B33D6A161373E686DCF3405
Computrabajo,Atento Perú,Asesor B B V A compra deuda /45 horas/turno mañana /sabados hasta la 1pm /descansa domingos,https://pe.computrabajo.com/trabajo-de-analista?pubdate=1#C4A627303514D56161373E686DCF3405
Indeed,ORGANIZACION KAIROS S.R.L,Analista de Producción de Alimentos,https://pe.indeed.com/pagead/clk?mo=r&xkcb=SoDg6_M3ofu4OEyAzp0LbzkdCdPP&camk=UoKtGZLa3XJRAdykuiJsag%3D%3D&fvj=0&vjs=3
